Engine_ID,Cycle,Predicted_RUL,True_RUL
1,1,,
1,2,,
1,3,,
1,4,,
1,5,,
1,6,,
1,7,,
1,8,,
1,9,,
1,10,,
1,11,,
1,12,,
1,13,,
1,14,,
1,15,,
1,16,,
1,17,,
1,18,,
1,19,,
1,20,,
1,21,,
1,22,,
1,23,,
1,24,,
1,25,,
1,26,,
1,27,,
1,28,,
1,29,,
1,30,,
1,31,125.3841552734375,112.0
2,1,,
2,2,,
2,3,,
2,4,,
2,5,,
2,6,,
2,7,,
2,8,,
2,9,,
2,10,,
2,11,,
2,12,,
2,13,,
2,14,,
2,15,,
2,16,,
2,17,,
2,18,,
2,19,,
2,20,,
2,21,,
2,22,,
2,23,,
2,24,,
2,25,,
2,26,,
2,27,,
2,28,,
2,29,,
2,30,,
2,31,120.37618255615234,
2,32,96.96404266357422,
2,33,89.71482849121094,
2,34,87.95671081542969,
2,35,87.39845275878906,
2,36,82.58834075927734,
2,37,80.03205108642578,
2,38,85.96345520019531,
2,39,95.44135284423828,
2,40,97.01112365722656,
2,41,96.27676391601562,
2,42,93.59713745117188,
2,43,97.74617004394531,
2,44,86.36691284179688,
2,45,88.95851135253906,
2,46,101.87651062011719,
2,47,102.50553131103516,
2,48,104.01077270507812,
2,49,106.20660400390625,98.0
3,1,,
3,2,,
3,3,,
3,4,,
3,5,,
3,6,,
3,7,,
3,8,,
3,9,,
3,10,,
3,11,,
3,12,,
3,13,,
3,14,,
3,15,,
3,16,,
3,17,,
3,18,,
3,19,,
3,20,,
3,21,,
3,22,,
3,23,,
3,24,,
3,25,,
3,26,,
3,27,,
3,28,,
3,29,,
3,30,,
3,31,122.5168228149414,
3,32,123.89791107177734,
3,33,124.49021911621094,
3,34,126.41921997070312,
3,35,128.16636657714844,
3,36,129.54649353027344,
3,37,129.16265869140625,
3,38,129.8629608154297,
3,39,132.0543670654297,
3,40,131.81277465820312,
3,41,124.54914855957031,
3,42,120.00529479980469,
3,43,116.11672973632812,
3,44,113.22083282470703,
3,45,106.2843246459961,
3,46,96.24195861816406,
3,47,94.91226196289062,
3,48,96.98268127441406,
3,49,96.0391845703125,
3,50,95.69853210449219,
3,51,95.18965911865234,
3,52,95.91082763671875,
3,53,97.67832946777344,
3,54,94.62974548339844,
3,55,98.31246185302734,
3,56,102.74649810791016,
3,57,105.26023864746094,
3,58,110.214599609375,
3,59,113.7568359375,
3,60,117.21627044677734,
3,61,117.39421844482422,
3,62,119.04856872558594,
3,63,119.93673706054688,
3,64,123.57717895507812,
3,65,124.79864501953125,
3,66,125.15633392333984,
3,67,126.30435943603516,
3,68,125.15867614746094,
3,69,122.75064849853516,
3,70,119.7706527709961,
3,71,117.13020324707031,
3,72,114.526611328125,
3,73,105.59352111816406,
3,74,106.68125915527344,
3,75,104.09283447265625,
3,76,105.38328552246094,
3,77,104.14783477783203,
3,78,100.56591796875,
3,79,104.75520324707031,
3,80,97.76324462890625,
3,81,94.63096618652344,
3,82,97.20782470703125,
3,83,101.57426452636719,
3,84,102.26528930664062,
3,85,107.72039794921875,
3,86,103.59303283691406,
3,87,109.5311279296875,
3,88,114.71728515625,
3,89,116.74427795410156,
3,90,120.37728881835938,
3,91,123.12677001953125,
3,92,124.76408386230469,
3,93,123.67422485351562,
3,94,122.56771087646484,
3,95,121.57676696777344,
3,96,122.62252807617188,
3,97,121.09442901611328,
3,98,122.42346954345703,
3,99,88.27305603027344,
3,100,88.04035949707031,
3,101,86.67926025390625,
3,102,80.83116149902344,
3,103,87.65834045410156,
3,104,94.3231201171875,
3,105,104.11663818359375,
3,106,103.45867156982422,
3,107,114.88746643066406,
3,108,119.15611267089844,
3,109,121.18882751464844,
3,110,118.65584564208984,
3,111,115.95594787597656,
3,112,116.0770263671875,
3,113,115.82221984863281,
3,114,115.07415008544922,
3,115,115.58641052246094,
3,116,118.30701446533203,
3,117,121.41020965576172,
3,118,123.29292297363281,
3,119,122.40104675292969,
3,120,123.63856506347656,
3,121,124.7904281616211,
3,122,124.35285949707031,
3,123,123.89878845214844,
3,124,118.46331787109375,
3,125,116.42573547363281,
3,126,113.02432250976562,69.0
4,1,,
4,2,,
4,3,,
4,4,,
4,5,,
4,6,,
4,7,,
4,8,,
4,9,,
4,10,,
4,11,,
4,12,,
4,13,,
4,14,,
4,15,,
4,16,,
4,17,,
4,18,,
4,19,,
4,20,,
4,21,,
4,22,,
4,23,,
4,24,,
4,25,,
4,26,,
4,27,,
4,28,,
4,29,,
4,30,,
4,31,126.30435943603516,
4,32,125.15867614746094,
4,33,122.75064849853516,
4,34,119.7706527709961,
4,35,117.13020324707031,
4,36,114.526611328125,
4,37,105.59352111816406,
4,38,106.68125915527344,
4,39,104.09283447265625,
4,40,105.38328552246094,
4,41,104.14783477783203,
4,42,100.56591796875,
4,43,104.75520324707031,
4,44,97.76324462890625,
4,45,94.63096618652344,
4,46,97.20782470703125,
4,47,101.57426452636719,
4,48,102.26528930664062,
4,49,107.72039794921875,
4,50,103.59303283691406,
4,51,109.5311279296875,
4,52,114.71728515625,
4,53,116.74427795410156,
4,54,120.37728881835938,
4,55,123.12677001953125,
4,56,124.76408386230469,
4,57,123.67422485351562,
4,58,122.56771087646484,
4,59,121.57676696777344,
4,60,122.62252807617188,
4,61,121.09442901611328,
4,62,122.42346954345703,
4,63,88.27305603027344,
4,64,88.04035949707031,
4,65,86.67926025390625,
4,66,80.83116149902344,
4,67,87.65834045410156,
4,68,94.3231201171875,
4,69,104.11663818359375,
4,70,103.45867156982422,
4,71,114.88746643066406,
4,72,119.15611267089844,
4,73,121.18882751464844,
4,74,118.65584564208984,
4,75,115.95594787597656,
4,76,116.0770263671875,
4,77,115.82221984863281,
4,78,115.07415008544922,
4,79,115.58641052246094,
4,80,118.30701446533203,
4,81,121.41020965576172,
4,82,123.29292297363281,
4,83,122.40104675292969,
4,84,123.63856506347656,
4,85,124.7904281616211,
4,86,124.35285949707031,
4,87,123.89878845214844,
4,88,118.46331787109375,
4,89,116.42573547363281,
4,90,113.02432250976562,
4,91,115.09133911132812,
4,92,115.39205169677734,
4,93,114.4820327758789,
4,94,111.51992797851562,
4,95,109.04013061523438,
4,96,100.83966064453125,
4,97,104.12467956542969,
4,98,97.86714172363281,
4,99,97.19343566894531,
4,100,101.47744750976562,
4,101,110.5859603881836,
4,102,116.61079406738281,
4,103,118.23210144042969,
4,104,119.53349304199219,
4,105,119.21441650390625,
4,106,123.18922424316406,82.0
5,1,,
5,2,,
5,3,,
5,4,,
5,5,,
5,6,,
5,7,,
5,8,,
5,9,,
5,10,,
5,11,,
5,12,,
5,13,,
5,14,,
5,15,,
5,16,,
5,17,,
5,18,,
5,19,,
5,20,,
5,21,,
5,22,,
5,23,,
5,24,,
5,25,,
5,26,,
5,27,,
5,28,,
5,29,,
5,30,,
5,31,115.95594787597656,
5,32,116.0770263671875,
5,33,115.82221984863281,
5,34,115.07415008544922,
5,35,115.58641052246094,
5,36,118.30701446533203,
5,37,121.41020965576172,
5,38,123.29292297363281,
5,39,122.40104675292969,
5,40,123.63856506347656,
5,41,124.7904281616211,
5,42,124.35285949707031,
5,43,123.89878845214844,
5,44,118.46331787109375,
5,45,116.42573547363281,
5,46,113.02432250976562,
5,47,115.09133911132812,
5,48,115.39205169677734,
5,49,114.4820327758789,
5,50,111.51992797851562,
5,51,109.04013061523438,
5,52,100.83966064453125,
5,53,104.12467956542969,
5,54,97.86714172363281,
5,55,97.19343566894531,
5,56,101.47744750976562,
5,57,110.5859603881836,
5,58,116.61079406738281,
5,59,118.23210144042969,
5,60,119.53349304199219,
5,61,119.21441650390625,
5,62,123.18922424316406,
5,63,116.80010986328125,
5,64,116.6234130859375,
5,65,116.4786605834961,
5,66,116.1995849609375,
5,67,120.07432556152344,
5,68,120.52442169189453,
5,69,122.37655639648438,
5,70,122.79148864746094,
5,71,123.93059539794922,
5,72,123.7672119140625,
5,73,124.884765625,
5,74,122.88906860351562,
5,75,122.31629943847656,
5,76,121.00557708740234,
5,77,121.92420959472656,
5,78,120.68637084960938,
5,79,119.1427001953125,
5,80,119.57218933105469,
5,81,113.95995330810547,
5,82,114.61126708984375,
5,83,112.19453430175781,
5,84,112.47257232666016,
5,85,113.94522094726562,
5,86,114.05648803710938,
5,87,114.85093688964844,
5,88,115.76107025146484,
5,89,114.97958374023438,
5,90,116.86663818359375,
5,91,114.64260864257812,
5,92,117.18878173828125,
5,93,116.8335189819336,
5,94,124.20379638671875,
5,95,124.51813507080078,
5,96,124.95040893554688,
5,97,126.00856018066406,
5,98,126.08961486816406,91.0
6,1,,
6,2,,
6,3,,
6,4,,
6,5,,
6,6,,
6,7,,
6,8,,
6,9,,
6,10,,
6,11,,
6,12,,
6,13,,
6,14,,
6,15,,
6,16,,
6,17,,
6,18,,
6,19,,
6,20,,
6,21,,
6,22,,
6,23,,
6,24,,
6,25,,
6,26,,
6,27,,
6,28,,
6,29,,
6,30,,
6,31,124.3328857421875,
6,32,124.518310546875,
6,33,125.42842102050781,
6,34,125.78084564208984,
6,35,125.94400787353516,
6,36,126.04205322265625,
6,37,124.84071350097656,
6,38,123.09193420410156,
6,39,124.20475769042969,
6,40,124.62323760986328,
6,41,125.66535949707031,
6,42,126.15850067138672,
6,43,126.75619506835938,
6,44,127.58709716796875,
6,45,127.36167907714844,
6,46,125.04959869384766,
6,47,125.06437683105469,
6,48,125.2006607055664,
6,49,124.81959533691406,
6,50,124.49091339111328,
6,51,123.62971496582031,
6,52,120.59355163574219,
6,53,120.6195068359375,
6,54,122.13115692138672,
6,55,121.51592254638672,
6,56,120.95328521728516,
6,57,120.79795837402344,
6,58,122.28909301757812,
6,59,122.28520202636719,
6,60,123.54133605957031,
6,61,124.40570068359375,
6,62,123.53089141845703,
6,63,122.99917602539062,
6,64,122.03165435791016,
6,65,120.33484649658203,
6,66,119.99679565429688,
6,67,120.76286315917969,
6,68,121.97892761230469,
6,69,121.9117202758789,
6,70,123.32986450195312,
6,71,123.51331329345703,
6,72,123.55410766601562,
6,73,123.2110595703125,
6,74,122.14697265625,
6,75,120.83619689941406,
6,76,119.8481674194336,
6,77,119.40487670898438,
6,78,119.10887145996094,
6,79,118.02412414550781,
6,80,114.30813598632812,
6,81,114.29237365722656,
6,82,112.0425796508789,
6,83,110.76579284667969,
6,84,110.13456726074219,
6,85,112.20846557617188,
6,86,116.54707336425781,
6,87,118.07868957519531,
6,88,119.3695068359375,
6,89,120.33343505859375,
6,90,120.83367919921875,
6,91,120.66500854492188,
6,92,118.72919464111328,
6,93,117.0514907836914,
6,94,114.89889526367188,
6,95,112.24552154541016,
6,96,110.27942657470703,
6,97,112.03013610839844,
6,98,115.15847778320312,
6,99,113.87166595458984,
6,100,113.21098327636719,
6,101,110.46556091308594,
6,102,104.89726257324219,
6,103,106.0482177734375,
6,104,102.39334106445312,
6,105,97.54076385498047,93.0
7,1,,
7,2,,
7,3,,
7,4,,
7,5,,
7,6,,
7,7,,
7,8,,
7,9,,
7,10,,
7,11,,
7,12,,
7,13,,
7,14,,
7,15,,
7,16,,
7,17,,
7,18,,
7,19,,
7,20,,
7,21,,
7,22,,
7,23,,
7,24,,
7,25,,
7,26,,
7,27,,
7,28,,
7,29,,
7,30,,
7,31,99.32886505126953,
7,32,92.29285430908203,
7,33,90.56134033203125,
7,34,96.16754150390625,
7,35,93.12040710449219,
7,36,91.85472106933594,
7,37,88.01422119140625,
7,38,84.15731811523438,
7,39,135.21746826171875,
7,40,130.88844299316406,
7,41,127.32148742675781,
7,42,125.86842346191406,
7,43,128.95350646972656,
7,44,126.06036376953125,
7,45,123.75674438476562,
7,46,124.12738037109375,
7,47,127.43775177001953,
7,48,124.34241485595703,
7,49,123.50592041015625,
7,50,124.46326446533203,
7,51,124.10610961914062,
7,52,124.6641845703125,
7,53,127.19243621826172,
7,54,128.60133361816406,
7,55,129.71714782714844,
7,56,130.07374572753906,
7,57,128.5089874267578,
7,58,130.76808166503906,
7,59,131.80943298339844,
7,60,127.19183349609375,
7,61,122.77731323242188,
7,62,119.95463562011719,
7,63,116.34159088134766,
7,64,115.0548324584961,
7,65,112.47296142578125,
7,66,107.76962280273438,
7,67,106.62979888916016,
7,68,108.30132293701172,
7,69,105.51801300048828,
7,70,103.67996215820312,
7,71,98.74906921386719,
7,72,95.92444610595703,
7,73,96.74240112304688,
7,74,95.54849243164062,
7,75,95.28825378417969,
7,76,97.52086639404297,
7,77,101.31083679199219,
7,78,98.74948120117188,
7,79,100.92518615722656,
7,80,106.0582275390625,
7,81,113.32610321044922,
7,82,116.31578063964844,
7,83,119.88751220703125,
7,84,123.83723449707031,
7,85,127.9893798828125,
7,86,128.84701538085938,
7,87,125.9559326171875,
7,88,122.25372314453125,
7,89,116.58043670654297,
7,90,110.6749038696289,
7,91,107.79144287109375,
7,92,123.07185363769531,
7,93,123.72389221191406,
7,94,123.63935089111328,
7,95,123.57052612304688,
7,96,123.42021179199219,
7,97,123.39653015136719,
7,98,122.89336395263672,
7,99,123.11434936523438,
