UnitNr,TimeCycles,OpSetting1,OpSetting2,OpSetting3,TotalTempFanInlet,TotalTempLPCOutlet,TotalTempHPCOutlet,TotalTempLPTOutlet,PressureFanInlet,TotalPressureBypassDuct,TotalPressureHPCOutlet,PhysicalFanSpeed,PhysicalCoreSpeed,EnginePressureRatio,StaticPressureHPCOutlet,FuelFlowRatio,CorrectedFanSpeed,CorrectedCoreSpeed,BypassRatio,BurnerFuelAirRatio,BleedEnthalpy,RequiredFanSpeed,RequiredFanConversionSpeed,HPTCoolantBleed,LPTCoolantBleed
1,1,-0.0005,0.0004,100.0,0.0,-0.18709786587727176,-0.7120231273344793,-0.780832204530207,0.0,0.7815732250280213,-0.3414869830651036,-0.7047709015139816,-0.09713615983142031,-0.35347187275777003,-0.38559373010178716,-0.2275886682357732,-0.38984911919822895,0.06768515344722877,0.46973156857757736,0.0,-0.889345562857319,0.0,0.0,0.48800903743428903,-0.2635062591370874
1,2,0.0008,-0.0003,100.0,0.0,0.08057262221852754,-0.4976456855594359,-0.7757161615884686,0.0,0.7815732250280213,-0.17275199757946658,-0.4520620655153374,-0.11665539182899583,-0.35347187275777003,-0.6188693965836662,-0.1937977648813694,-0.2633634420630058,0.5239349297014276,0.7291858955340349,0.0,-0.32163420549560007,0.0,0.0,0.005819307021561867,0.3757591596974367
1,3,-0.0014,-0.0002,100.0,0.0,-0.5312456362863118,-0.8412369278564359,0.11652172744744678,0.0,0.7815732250280213,-0.20766268423167303,-0.2625304385149178,0.3062613014523836,-0.35347187275777003,-0.6521944917953565,-0.31360187677423645,-0.45309195776727856,0.3615512111939536,-0.10040692059422239,0.0,-0.889345562857319,0.0,0.0,-0.5567353784599675,-0.17505444017884467
1,4,-0.002,0.0001,100.0,0.0,0.8835840865059255,-0.36255853046833875,-1.2484385294033915,0.0,0.7815732250280213,0.019256779007685566,-0.4520620655153374,0.022982190923051635,-0.35347187275777003,-0.5855443013719523,-0.17229446274673613,0.05285075077361412,0.14281791872684002,-0.1384161532056757,0.0,-0.32163420549560007,0.0,0.0,-0.11472812558162705,-0.6561787281486339
1,5,0.0016,0.0,100.0,0.0,-1.4872116651999738,0.08087973950471572,-0.6979523088743284,0.0,0.7815732250280213,-0.1174767437134592,-0.19935322951669324,0.6020527401853083,-0.35347187275777003,-0.8854701582772355,-0.14464736000221762,-0.2633634420630058,0.21795068400639617,-0.15328933118406537,0.0,-0.32163420549560007,0.0,0.0,0.6085564700374779,0.43740739715317517
1,6,0.0011,-0.0005,100.0,0.0,-0.4165297128165593,-0.5857460040971427,-0.45647508202516324,0.0,0.7815732250280213,-0.11456751982577809,-0.4520620655153374,0.5439955373206454,-0.35347187275777003,-1.1520709199708048,-0.1937977648813694,-0.3266062806320554,0.043448777550615526,0.31438948746990625,0.0,0.24607715186611895,0.0,0.0,-0.27545803571920274,0.23504035680933075
1,7,-0.0038,0.0002,100.0,0.0,0.23352718684479173,-0.36255853046833875,-0.3459685544840227,0.0,0.7815732250280213,-0.16402432591639016,-0.19935322951669324,0.5274792640919066,-0.35347187275777003,-0.11899296840819423,-0.181510163661564,-0.3266062806320554,0.172507479200205,-0.19790886511926375,0.0,-0.889345562857319,0.0,0.0,-0.5969178559943542,0.10504298652222177
1,8,-0.0007,-0.0005,100.0,0.0,-0.26357514819029515,0.035361241593552147,-0.7562751984099509,0.0,0.22957499290059655,-0.08547528094893385,-0.07299881151737116,-0.028568601275692124,-0.35347187275777003,-0.35226863489007326,-0.2920985746396032,-0.6428204734715512,0.7959882491411455,0.37718735004535214,0.0,-0.889345562857319,0.0,0.0,0.24691417222791115,0.4420980239161009
1,9,-0.0026,0.0,100.0,0.0,-1.5636889475129974,-0.039524029163480336,0.20861050039841278,0.0,0.7815732250280213,-0.2949394008621727,-0.19935322951669324,0.15461188362489808,-0.35347187275777003,-0.35226863489007326,-0.37503988287312384,-0.38984911919822895,0.1815961201614212,0.21358239228300704,0.0,-0.32163420549560007,0.0,0.0,0.005819307021561867,0.5111172462850323
1,10,0.0019,-0.0002,100.0,0.0,-0.07238194240773663,-0.10119425213983842,-0.22727635823611458,0.0,0.7815732250280213,-0.10583984816273474,-0.5152392745164349,0.2967519320177187,-0.35347187275777003,-0.21896825404328862,-0.33510517890883484,-0.5163347963363281,0.5245408390988017,0.041714557865987975,0.0,-0.889345562857319,0.0,0.0,-0.19509308065042918,0.5700851255905275
1,11,0.0026,-0.0002,100.0,0.0,-0.3400524305035359,-0.8368319119295222,-1.288343664348793,0.0,0.7815732250280213,-0.24548259477156062,-0.3888848565142399,0.20666316895179646,-0.35347187275777003,-0.21896825404328862,-0.25216387067531415,-0.2633634420630058,0.019818311051376287,0.4515532399373298,0.0,-0.32163420549560007,0.0,0.0,-0.07454564804724026,0.13184656802472608
1,12,-0.0036,-0.0004,100.0,0.0,-1.104825253634422,-0.7105547886921858,-0.688743431579241,0.0,0.22957499290059655,-0.23093647533312198,-0.19935322951669324,0.558009344908702,-0.35347187275777003,-0.5188941109485719,-0.28288287372477533,-0.5795776349025017,0.2930834492859523,-0.6143578485143213,0.0,-0.32163420549560007,0.0,0.0,0.4076440823655154,-0.18108524601691586
1,13,-0.0011,0.0001,100.0,0.0,-1.0283479713213988,0.23505529694566102,-0.9128261124265745,0.0,0.7815732250280213,-0.1814796692425099,-0.5784164835146595,0.12107884403926593,-0.35347187275777003,-0.9187952534889258,-0.30438617585940864,-0.3266062806320554,0.46516171815207163,-0.2326129470688592,0.0,-0.889345562857319,0.0,0.0,0.20673169469352437,0.22967964050882037
1,14,0.0009,0.0001,100.0,0.0,0.3864817514708385,-0.11587763856280626,-0.3654095176625403,0.0,0.7815732250280213,0.007619883456928027,-0.32570764751601533,0.16161878741888086,-0.35347187275777003,-0.45224392052516765,-0.15693496122202302,-0.6428204734715512,0.23794569412111588,0.5209614038364915,0.0,-1.457056920219038,0.0,0.0,0.1665492171591376,-0.047067338504441954
1,15,-0.005,0.0004,100.0,0.0,-0.22533650703378344,-1.0688294174121202,-0.8156212965338934,0.0,0.7815732250280213,-0.3443962069527847,-0.767948110515079,0.28924453509549025,-0.35347187275777003,-0.4189188253134774,-0.10164075573298596,-0.45309195776727856,0.3894230434750864,0.07476606448465452,0.0,-1.457056920219038,0.0,0.0,0.12636673962475078,0.41931497963898534
1,16,0.0024,0.0003,100.0,0.0,-1.4872116651999738,-0.11147262263592593,-0.9189653639566328,0.0,0.22957499290059655,-0.3851253413803534,-0.32570764751601533,0.35180617611345383,-0.35347187275777003,-0.9187952534889258,-0.23680436915060107,-0.5795776349025017,0.1997734020839087,0.388755377361884,0.0,-0.889345562857319,0.0,0.0,-0.11472812558162705,-0.1428901423758538
1,17,-0.0019,0.0001,100.0,0.0,-1.0665866124779104,0.44649606143608406,-0.9609169160787435,0.0,0.7815732250280213,-0.02438157930759733,-0.4520620655153374,-0.16870667715598525,-0.35347187275777003,-1.3853465864526837,-0.3289613782989496,-0.8957918277419976,0.6336045306336714,-0.3317674669248295,0.0,0.24607715186611895,0.0,0.0,0.20673169469352437,-0.14222005283829295
1,18,-0.0036,0.0002,100.0,0.0,-0.1297399041425042,-1.3390037275943478,-0.22829956682445762,0.0,0.7815732250280213,-0.2716656097606907,-0.6415936925157569,0.5885394257254973,-0.35347187275777003,-0.718844682218737,-0.261379571590142,-0.38984911919822895,0.42335396973034495,0.4019759800093447,0.0,-0.32163420549560007,0.0,0.0,0.5281915149686758,1.0170348471446196
